,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
1163,i literally get so turned off when guys say they want to cuddle #nothx ,1,literally get turned guys say want cuddle #nothx,i literally get so turned off when guys say they want to cuddle # nothx,literally get turned guys say want cuddle # nothx
1164,because being a bitch in front of everyone is so classy. ,1,bitch front everyone classy.,because being a bitch in front of everyone is so classy .,bitch front everyone classy .
1165,thanks so much for taking time out to speak to me though. amy had some amazing fans you're testament to that! ,0,thanks much taking time speak though. amy amazing fans testament that!,thanks so much for taking time out to speak to me though . amy had some amazing fans you 're testament to that !,thanks much taking time speak though . amy amazing fans testament that !
1166,because nike does not employ anyone who's been arrested for domestic abuse they pulled their sponsorship of adrian peterson      ,1,nike employ anyone who's arrested domestic abuse pulled sponsorship adrian peterson,because nike does not employ anyone who 's been arrested for domestic abuse they pulled their sponsorship of adrian peterson,nike employ anyone who 's arrested domestic abuse pulled sponsorship adrian peterson
1167,i just love getting shotsðÿ’‰ tweet ,1,love getting shotsðÿ’‰ tweet,i just love getting shotsðÿ ’ ‰ tweet,love getting shotsðÿ ’ ‰ tweet
1168,yikes! so sorry about this kari visit your local store w/ your receipt&amp;speak to the manager. if anything: https://t.co/5dfbcrpnp1,0,yikes! sorry kari visit local store w/ receipt&amp;speak manager. anything: https://t.co/5dfbcrpnp1,yikes ! so sorry about this kari visit your local store w/ your receipt & amp ; speak to the manager . if anything : https : //t.co/5dfbcrpnp1,yikes ! sorry kari visit local store w/ receipt & amp ; speak manager . anything : https : //t.co/5dfbcrpnp1
1169,83 slides to study and memorize by wednesday yaaass i love college #not,1,83 slides study memorize wednesday yaaass love college #not,83 slides to study and memorize by wednesday yaaass i love college # not,83 slides study memorize wednesday yaaass love college # not
1170,for the first time in forever i'm happy with my english homework ðÿ™œ #prowriteroverhere #not #terribleatenglish ,1,first time forever i'm happy english homework ðÿ™œ #prowriteroverhere #not #terribleatenglish,for the first time in forever i 'm happy with my english homework ðÿ™œ # prowriteroverhere # not # terribleatenglish,first time forever i 'm happy english homework ðÿ™œ # prowriteroverhere # not # terribleatenglish
1171,after practice selfies are always the bestðÿ˜ #not ðÿ˜‚ ,1,practice selfies always bestðÿ˜ #not ðÿ˜‚,after practice selfies are always the bestðÿ˜ # not ðÿ˜‚,practice selfies always bestðÿ˜ # not ðÿ˜‚
1172,don't want to speak to me? absolutely fiine - but let me know in advance so i don't look like a mug yeahðÿ˜’ ,0,want speak me? absolutely fiine - let know advance look like mug yeahðÿ˜’,do n't want to speak to me ? absolutely fiine - but let me know in advance so i do n't look like a mug yeahðÿ˜ ’,want speak me ? absolutely fiine - let know advance look like mug yeahðÿ˜ ’
1173,"'actions have reactions so don't be quick to judge, you may not know the hardships people don't speak of' ",0,"'actions reactions quick judge, may know hardships people speak of'","'actions have reactions so do n't be quick to judge , you may not know the hardships people do n't speak of '","'actions reactions quick judge , may know hardships people speak of '"
1174,i have found the prefect dress for jamie and claire's wedding i will have to remember to get there early so i may speak with the newly weeds ,0,found prefect dress jamie claire's wedding remember get early may speak newly weeds,i have found the prefect dress for jamie and claire 's wedding i will have to remember to get there early so i may speak with the newly weeds,found prefect dress jamie claire 's wedding remember get early may speak newly weeds
1175,"great to see you guys, thank you so much for coming! speak soon! ",0,"great see guys, thank much coming! speak soon!","great to see you guys , thank you so much for coming ! speak soon !","great see guys , thank much coming ! speak soon !"
1176,i love it when someone won't admit that you're right so that they can keep up the illusion that they're smarter than you are.      ,1,love someone admit right keep illusion they're smarter are.,i love it when someone wo n't admit that you 're right so that they can keep up the illusion that they 're smarter than you are .,love someone admit right keep illusion they 're smarter are .
1177,how come you manage to speak my mind yet so much better than my words ever would!?! ,0,come manage speak mind yet much better words ever would!?!,how come you manage to speak my mind yet so much better than my words ever would ! ? !,come manage speak mind yet much better words ever would ! ? !
1178,"follow looni on facebook, he might say something #ignant ",0,"follow looni facebook, might say something #ignant","follow looni on facebook , he might say something # ignant","follow looni facebook , might say something # ignant"
1179,i love being stranded in my car during this storm. #not good study time thoâœ”ï¸ðÿ’¯ ,1,love stranded car storm. #not good study time thoâœ”ï¸ðÿ’¯,i love being stranded in my car during this storm . # not good study time thoâœ ” ï¸ðÿ ’ ¯,love stranded car storm . # not good study time thoâœ ” ï¸ðÿ ’ ¯
1180,i get really nervous starting conversations with people in person :3 so sorry if i never speak to you.,0,get really nervous starting conversations people person :3 sorry never speak you.,i get really nervous starting conversations with people in person :3 so sorry if i never speak to you .,get really nervous starting conversations people person :3 sorry never speak you .
1181,i just love how you're always there for me #not ,1,love always #not,i just love how you 're always there for me # not,love always # not
1182,there's an aussie here promoting one of the ct governor candidates so my only form of entertainment is listening to him speak. ,0,there's aussie promoting one ct governor candidates form entertainment listening speak.,there 's an aussie here promoting one of the ct governor candidates so my only form of entertainment is listening to him speak .,there 's aussie promoting one ct governor candidates form entertainment listening speak .
1183,don't find me when u need me.  #mohonterasa ,1,find u need me. #mohonterasa,do n't find me when u need me . # mohonterasa,find u need me . # mohonterasa
1184,i really miss some people so much knowing i'll never be able to speak to them again like i used to ,0,really miss people much knowing i'll never able speak like used,i really miss some people so much knowing i 'll never be able to speak to them again like i used to,really miss people much knowing i 'll never able speak like used
1185,i love that my hair naturally parts down the middle.      ,1,love hair naturally parts middle.,i love that my hair naturally parts down the middle .,love hair naturally parts middle .
1186,i love puking because i'm in pain. it's really fun. #not ,1,love puking i'm pain. really fun. #not,i love puking because i 'm in pain . it 's really fun . # not,love puking i 'm pain . really fun . # not
1187,"a great ted talk on ""how to speak so that people want to listen"". learn to command a room or speak with empathy: ",0,"great ted talk ""how speak people want listen"". learn command room speak empathy:",a great ted talk on `` how to speak so that people want to listen '' . learn to command a room or speak with empathy :,great ted talk `` how speak people want listen '' . learn command room speak empathy :
1188,10/10 thanks for replying #not,1,10/10 thanks replying #not,10/10 thanks for replying # not,10/10 thanks replying # not
1189,... and i deserve to have you erased from my memory. thanks for the trip to hell and back.      ,1,... deserve erased memory. thanks trip hell back.,... and i deserve to have you erased from my memory . thanks for the trip to hell and back .,... deserve erased memory . thanks trip hell back .
